date,status,speaker,title,url,last_checked,language,type,description,duration,church,source_file
2023-08-02,Success,Chad Lamb Poland & Romania,Sermon Clip 230802,https://www.youtube.com/watch?v=Qt_j28CI1mk,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-08-02,Success,Chad Lamb Poland & Romania,230802,https://www.youtube.com/watch?v=iLwA22-Jr1s,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-19,Success,Chad Lamb Not Forgetting,Sermon Clip 230719,https://www.youtube.com/watch?v=im_GtZtXtPY,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-19,No Transcript,Chad Lamb,230719 - Chad Lamb: Not Forgetting Our First Love,https://www.youtube.com/watch?v=iFwEY27jGBU,2026-01-04,Unknown,Full Sermon,"Messages and sermon notes from church services at Believers Christian Fellowship, and other information, can be found on the BCF website, http://www.bcfellowship.org​​​​​​​.",108,Believers Christian Fellowship,Believers_Christian_Fellowship_Summary.csv
2023-07-16,Success,Chad Lamb The Appearing of the,Sermon Clip 230716,https://www.youtube.com/watch?v=OdqKIi_K5l8,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-16,Success,Chad Lamb The Appearing of the,230716,https://www.youtube.com/watch?v=kAVr-lKphwk,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-07,Success,Benjamin Seabolt,Sermon Clip Benjamin Seabolt A Call to Mount Zion,https://www.youtube.com/watch?v=TX6KSp9c5r0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-05,Success,Benjamin Seabolt A Call to Mount Zion,230705,https://www.youtube.com/watch?v=X57FVhzAwcI,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-02,Success,Chad Lamb Decisions,Sermon Clip 230702,https://www.youtube.com/watch?v=IOS0aMjPUGA,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-07-02,Success,Chad Lamb Decisions,230702,https://www.youtube.com/watch?v=zO3dDjDaMLY,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-25,Success,Chad Lamb Trusting Not,Sermon Clip 230625,https://www.youtube.com/watch?v=7jOtc-QxkEc,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-25,Success,Chad Lamb Trusting Not,230625,https://www.youtube.com/watch?v=3l5eJ1zfCQM,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-21,Success,Chad Lamb Faith for Every Occasion,Sermon Clip 230621,https://www.youtube.com/watch?v=VPe9Z6eo3cU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-21,Success,Chad Lamb Faith for Every Occasion,230621,https://www.youtube.com/watch?v=vopUIGjikIs,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-18,Success,Chad Lamb The Great Need for the Masculine Spirit,Sermon Clip 230618,https://www.youtube.com/watch?v=YeFcPYlhwhU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-18,Success,Chad Lamb The Great Need for the Masculine Spirit,230618,https://www.youtube.com/watch?v=yasz9hDC1Xg,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-14,Success,Chad Lamb Bearing His Name,Sermon Clip 230614,https://www.youtube.com/watch?v=y1SoDmZ2jyE,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-14,Success,Chad Lamb Bearing His Name,230614,https://www.youtube.com/watch?v=LrJVQhh8YpI,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-07,Success,Chad Lamb Faith Is a Mystery,Sermon Clip 230607,https://www.youtube.com/watch?v=ER8AgfLzJd0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-07,Success,Chad Lamb Faith Is a Mystery,230607,https://www.youtube.com/watch?v=VFqBWFfYMGQ,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-04,Success,Chad Lamb The Seventh Seal Brings Him to Earth,Sermon Clip 230604,https://www.youtube.com/watch?v=BUKy1xcalYo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-06-04,Success,Chad Lamb The Seventh Seal Brings Him to Earth,230604,https://www.youtube.com/watch?v=UnYPLHMRdjA,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-31,Success,Chad Lamb Love Is a Powerful Force,Sermon Clip 230531,https://www.youtube.com/watch?v=Q6fCTMdTM0w,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-31,Success,Chad Lamb Love Is a Powerful Force,230531,https://www.youtube.com/watch?v=jq4Ev-Aq0Ug,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-28,Success,Chad Lamb Discerning True,Sermon Clip 230528,https://www.youtube.com/watch?v=Yiz69H_nFmI,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-28,Success,Chad Lamb Discerning True,230528,https://www.youtube.com/watch?v=1OnRAN8eJZI,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-24,Success,Chad Lamb Discerning True,Sermon Clip 230524,https://www.youtube.com/watch?v=yw-CbG853fo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-24,Success,Chad Lamb Discerning True,230524,https://www.youtube.com/watch?v=Z-6FbPzmqP4,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-14,Success,Chad Lamb The Great Value of the Feminine Attribute,Sermon Clip 230514,https://www.youtube.com/watch?v=3ORRUUxHIts,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-14,Success,Chad Lamb The Great Value of the Feminine Attribute,230514,https://www.youtube.com/watch?v=Ct70bu72fuo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-10,Success,Chad Lamb Discerning True,Sermon Clip 230510,https://www.youtube.com/watch?v=PAcomf2EhtQ,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-10,Success,Chad Lamb Discerning True,230510,https://www.youtube.com/watch?v=Z5vQhHuhUVw,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-07,Success,Abraham Mairah The Bride-Bodied Christ Speaking,Sermon Clip 230507,https://www.youtube.com/watch?v=M6rZbhfIQ2U,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-07,Success,Abraham Mairah The Bride-Bodied Christ Speaking,230507,https://www.youtube.com/watch?v=7IOhZOJz5aE,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-06,Success,"Abraham Mairah From the Invisible God to the Visible, Incarnate",Sermon Clip 230506,https://www.youtube.com/watch?v=oRsPzXOgePo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-06,Success,"Abraham Mairah From the Invisible God to the Visible, Incarnate",230506,https://www.youtube.com/watch?v=0JCXKefJB4w,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-03,Success,Chad Lamb Discerning True,Sermon Clip 230503,https://www.youtube.com/watch?v=-4aSzbsQheA,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-29,Success,The Wedding of Daniel & Caitlyn Arant,230429,https://www.youtube.com/watch?v=ZlMfLTf43K8,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-05-03,Success,Chad Lamb Discerning True,230503,https://www.youtube.com/watch?v=2CT02zCDo2E,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-26,Success,Chad Lamb Secure,Sermon Clip 230426,https://www.youtube.com/watch?v=zVChpr4Z30M,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-26,Success,Chad Lamb Secure,230426,https://www.youtube.com/watch?v=rVQUPa-MEjc,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-23,Success,Chad Lamb Righteousness by Justification by Faith by Grace,Sermon Clip 230423,https://www.youtube.com/watch?v=BniNzskgRL0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-23,Success,Chad Lamb Righteousness by Justification by Faith by Grace,230423,https://www.youtube.com/watch?v=gKvCsNxD_R8,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-19,Success,Chad Lamb Light,Sermon Clip 230419,https://www.youtube.com/watch?v=wz3EdKz7V9I,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-19,Success,Chad Lamb Light,230419,https://www.youtube.com/watch?v=i8cmqZwikmc,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-16,Success,Chad Lamb Light,Sermon Clip 230416,https://www.youtube.com/watch?v=IXYy8svuzdw,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-16,Success,Chad Lamb Light,230416,https://www.youtube.com/watch?v=7uGOBUzdMPo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-05,Success,Chad Lamb Spiritual Food During the Time of Famine,Sermon Clip 230405,https://www.youtube.com/watch?v=wL5UzVYk5t0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-05,Success,Chad Lamb Spiritual Food During the Time of Famine,230405,https://www.youtube.com/watch?v=JjgpaGFAv_Q,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-02,Success,Samuel Walach I Will Become Who I Choose to Become,Sermon Clip 230402,https://www.youtube.com/watch?v=tzDwYj6bFso,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-04-02,Success,Samuel Walach I Will Become Who I Choose to Become,230402,https://www.youtube.com/watch?v=OsCOEaTBe_M,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-29,Success,Chad Lamb The Unveiling of God Requires Repentance,Sermon Clip 230329,https://www.youtube.com/watch?v=ixdjiQa9nSE,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-29,Success,Chad Lamb The Unveiling of God Requires Repentance,230329,https://www.youtube.com/watch?v=B4_vTr5vs-s,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-26,Success,Chad Lamb A Personal,Sermon Clip 230326,https://www.youtube.com/watch?v=h96Vw6MXpII,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-26,Success,Chad Lamb A Personal,230326,https://www.youtube.com/watch?v=Ul7JyxQY-NQ,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-22,Success,Chad Lamb The Battle Is the Lords and,Sermon Clip 230322,https://www.youtube.com/watch?v=Y46Rs8YmUwM,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-22,Success,Chad Lamb The Battle Is the Lords and,230322,https://www.youtube.com/watch?v=tv3aHKX_7ZU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-19,Success,Chad Lamb,Sermon Clip 230319 FB- Chad Lamb The Wave Sheaf Is Our Example,https://www.youtube.com/watch?v=yE9K3xxRg44,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-19,Success,Chad Lamb The Wave Sheaf Is Our Example,230319,https://www.youtube.com/watch?v=UpCg8SdB2Wk,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-12,Success,Burley Williams Characteristics and Conditions of the Third Exodus,Sermon Clip 230312,https://www.youtube.com/watch?v=3e9haTMh66o,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-12,Success,Burley Williams Characteristics and Conditions of the Third Exodus,230312,https://www.youtube.com/watch?v=8BPxxpOJH8s,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-01,Success,Chad Lamb Character for the Third Pull,Sermon Clip 230301,https://www.youtube.com/watch?v=jd_wuF7kjJw,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-03-01,Success,Chad Lamb Character for the Third Pull,230301,https://www.youtube.com/watch?v=A1yrHMgAuPM,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-26,Success,Chad Lamb Where,Sermon Clip 230226,https://www.youtube.com/watch?v=qHvvHSw_AIo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-26,Success,Chad Lamb Where,230226,https://www.youtube.com/watch?v=QpWIlJMkF0s,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-22,Success,Chad Lamb A Private Meeting with Only Two Witnesses,Sermon Clip 230222,https://www.youtube.com/watch?v=IaYZXJD4rQs,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-22,Success,Chad Lamb,230222,https://www.youtube.com/watch?v=AtS3aRsqVl8,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-08,Success,Chad Lamb There Is a Man Here That Can Turn on the Light,Sermon Clip 230208,https://www.youtube.com/watch?v=57ruPnU5UIg,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-08,Success,Chad Lamb Tape,230208,https://www.youtube.com/watch?v=Hg8HRCBti3Y,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-05,Success,Chad Lamb Two Trees,Sermon Clip 230205,https://www.youtube.com/watch?v=kKs-j-k-Uls,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-05,Success,Chad Lamb Two Trees,230205,https://www.youtube.com/watch?v=_FrqRfiVhxU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-01,Success,Chad Lamb There Is a Man Here That Can Turn on the Light,Sermon Clip 230201,https://www.youtube.com/watch?v=1sRqR-rbCkM,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-02-01,Success,Chad Lamb Tape,230201,https://www.youtube.com/watch?v=518Ue0UEPcE,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-29,Success,Chad Lamb Two Trees,Sermon Clip 230129,https://www.youtube.com/watch?v=CIR9mh3yedo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-29,No Transcript,Chad Lamb,230129 - Chad Lamb: Two Trees in Eden,https://www.youtube.com/watch?v=RgcjhBojqg0,2026-01-04,Unknown,Full Sermon,"Messages and sermon notes from church services at Believers Christian Fellowship, and other information, can be found on the BCF website, http://www.bcfellowship.org​​​​​​​.",142,Believers Christian Fellowship,Believers_Christian_Fellowship_Summary.csv
2023-01-25,Success,Chad Lamb There Is a Man Here That Can Turn on the Light,Sermon Clip 230125,https://www.youtube.com/watch?v=sb4qxEgir9o,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-25,Success,Chad Lamb Tape,230125,https://www.youtube.com/watch?v=f0pdUxDjdgc,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-22,Success,Chad Lamb Giving Everything for Redemption,Sermon Clip 230122,https://www.youtube.com/watch?v=n1_iFwRH8Ew,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-22,Success,Chad Lamb Giving Everything for Redemption,230122,https://www.youtube.com/watch?v=koI_xG_uhvs,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-18,Success,Benjamin Seabolt A Call to Mount Zion,Sermon Clip 230118,https://www.youtube.com/watch?v=oWdX-H_AA4U,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-18,Success,Benjamin Seabolt A Call to Mount Zion,230118,https://www.youtube.com/watch?v=qWKJZiCn6Ms,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-15,Success,Chad Lamb,Sermon Clip 230115,https://www.youtube.com/watch?v=iJ0zNJCr5kw,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-15,Success,Chad Lamb,230115,https://www.youtube.com/watch?v=wzFKiIWEmLw,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-11,Success,Chad Lamb,Sermon Clip 230111,https://www.youtube.com/watch?v=4z7qmR9jyuE,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-11,Success,Chad Lamb,230111,https://www.youtube.com/watch?v=GNL7Yki72CA,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-08,Success,Chad Lamb Christ-like Character,Sermon Clip 230108,https://www.youtube.com/watch?v=1mO3V_1Cmis,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-08,Success,Chad Lamb Christ-like Character Developed,230108,https://www.youtube.com/watch?v=Xa_-vZEyxH4,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-04,Success,Chad Lamb The Responsibility of Free Will,Sermon Clip 230104,https://www.youtube.com/watch?v=2z3-Dzyzwio,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-04,Success,Chad Lamb The Responsibility of Free Will,230104,https://www.youtube.com/watch?v=g2twVUl8a7g,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-01,Success,Chad Lamb The Changing of Times,Sermon Clip 230101,https://www.youtube.com/watch?v=ZkzsMNjYBPU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2023-01-01,Success,Chad Lamb The Changing of Times,230101,https://www.youtube.com/watch?v=6Ct9S6UeUl8,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-28,Success,Chad Lamb What,Sermon Clip 221228,https://www.youtube.com/watch?v=xcTvbDLlnEY,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-28,Success,Chad Lamb What,221228,https://www.youtube.com/watch?v=vxwzmJ5iJ0Q,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-21,Success,Chad Lamb The Seven Thunders Produced the,Sermon Clip 221221,https://www.youtube.com/watch?v=7YYuG2Vujic,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-21,Success,Chad Lamb The Seven Thunders Produced the,221221,https://www.youtube.com/watch?v=EoTxWJngkas,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-18,Success,Burley Williams Balm,Sermon Clip 221218,https://www.youtube.com/watch?v=DBTOAEIB9LA,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-18,No Transcript,Burley Williams,221218 - Burley Williams: Balm in Gilead,https://www.youtube.com/watch?v=76Ztb9ZPNhA,2026-01-04,Unknown,Full Sermon,"Messages and sermon notes from church services at Believers Christian Fellowship, and other information, can be found on the BCF website, http://www.bcfellowship.org​​​​​​​.",128,Believers Christian Fellowship,Believers_Christian_Fellowship_Summary.csv
2022-12-11,Success,Chad Lamb The Power of the Third Pull,Sermon Clip 221211,https://www.youtube.com/watch?v=Nia2atr355Y,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-11,No Transcript,Chad Lamb,221211 - Chad Lamb: The Power of the Third Pull,https://www.youtube.com/watch?v=pOpxcIT9K4Q,2026-01-04,Unknown,Full Sermon,"Messages and sermon notes from church services at Believers Christian Fellowship, and other information, can be found on the BCF website, http://www.bcfellowship.org​​​​​​​.",152,Believers Christian Fellowship,Believers_Christian_Fellowship_Summary.csv
2022-12-07,Success,Chad Lamb Thy Name Shall Be Called No More Jacob,Sermon Clip 221207,https://www.youtube.com/watch?v=G5JohE9Bl-k,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-07,Success,Chad Lamb Thy Name Shall Be Called No More Jacob,221207,https://www.youtube.com/watch?v=D7Ue5Yx0Qj8,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-04,Success,Chad Lamb Peniel,Sermon Clip 221204,https://www.youtube.com/watch?v=t4sh00R8S1Y,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-12-04,Success,Chad Lamb Peniel,221204,https://www.youtube.com/watch?v=jHymePAgulk,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-30,Success,Chad Lamb Holy Unto the,Sermon Clip 221130,https://www.youtube.com/watch?v=DjtKYpe0GKQ,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-30,Success,Chad Lamb Holy Unto the,221130,https://www.youtube.com/watch?v=4-l0BFpY6zg,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-27,Success,Chad Lamb Holy Unto the,Sermon Clip 221127,https://www.youtube.com/watch?v=2IablfqwvpU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-27,Success,Chad Lamb Holy Unto the,221127,https://www.youtube.com/watch?v=7MgmzWPapMk,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-22,Success,Daniel White The Masterpiece Family,Sermon Clip221119p,https://www.youtube.com/watch?v=XJIYCOXf01U,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-18,Success,"Daniel White And I, Here Am I The Identified Masterpiece Family",221118,https://www.youtube.com/watch?v=0UrCRQqI5es,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-18,Success,"Daniel White And I, Here Am I The Identified Masterpiece Family",Sermon Clip 221118,https://www.youtube.com/watch?v=zlQcONN-6q0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-13,Success,Chad Lamb The Knowledge of the,Sermon Clip 221113,https://www.youtube.com/watch?v=vYouD7biwME,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-13,No Transcript,Chad Lamb,221113 - Chad Lamb: The Knowledge of the Lord,https://www.youtube.com/watch?v=jtbYGrHfhcE,2026-01-04,Unknown,Full Sermon,"Messages and sermon notes from church services at Believers Christian Fellowship, and other information, can be found on the BCF website, http://www.bcfellowship.org​​​​​​​.",127,Believers Christian Fellowship,Believers_Christian_Fellowship_Summary.csv
2022-11-06,Success,Chad Lamb Life by the Word,Sermon Clips 221106,https://www.youtube.com/watch?v=gZeSR3_lUic,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-06,Success,Chad Lamb Life by the Word,221106,https://www.youtube.com/watch?v=qsidd2c8EVI,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-02,Success,Chad Lamb Gods Love for the Bride Manifested,Sermon Clip 221102,https://www.youtube.com/watch?v=3zK5AL2fcJU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-11-02,Success,Chad Lamb Gods Love for the Bride Manifested,221102,https://www.youtube.com/watch?v=Ulfjpn9B0KU,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-30,Success,"Chad Lamb India, , but Bride; Not a",Sermon Clip 221030,https://www.youtube.com/watch?v=3rm8__pVa7o,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-30,Success,"Chad Lamb India, , but Bride; Not a",221030,https://www.youtube.com/watch?v=3fADqHbYDL0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-16,Success,Chad Lamb The Continuation of the Creation,Sermon Clip 221016,https://www.youtube.com/watch?v=0TGmuf5wj0M,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-16,Success,Chad Lamb The Continuation of the Creation,221016,https://www.youtube.com/watch?v=tTTJ3uGII1U,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-12,Success,Chad Lamb,Sermon Clip 221012,https://www.youtube.com/watch?v=LeX3HijmBc0,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-12,Success,Chad Lamb,221012,https://www.youtube.com/watch?v=v_vnWYwdpTs,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-09,Success,Chad Lamb Abrahams Life of Surrender,Sermon Clip 221009,https://www.youtube.com/watch?v=-Hhe4J3DAfY,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-09,Success,Chad Lamb Abrahams Life of Surrender,221009,https://www.youtube.com/watch?v=iQmiuJqeD4c,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-05,Success,Chad Lamb Gross Darkness upon the People,Sermon Clip 221005,https://www.youtube.com/watch?v=cHc8mG0seCI,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-10-05,No Transcript,Chad Lamb,221005 - Chad Lamb: Gross Darkness upon the People,https://www.youtube.com/watch?v=HDN1qHJGzg8,2026-01-04,Unknown,Full Sermon,"Messages and sermon notes from church services at Believers Christian Fellowship, and other information, can be found on the BCF website, http://www.bcfellowship.org​​​​​​​.",97,Believers Christian Fellowship,Believers_Christian_Fellowship_Summary.csv
2022-09-25,Success,Chad Lamb He That Is True,Sermon Clip 220925,https://www.youtube.com/watch?v=CQE6I7pti4k,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-09-25,Success,Chad Lamb He That Is True,220925,https://www.youtube.com/watch?v=2y361nbZ_BE,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
2022-09-21,Success,Chad Lamb Looking Ahead,Sermon Clip 220921,https://www.youtube.com/watch?v=JYvq4bSTMyo,2026-01-04,Unknown,Full Sermon,,,,Believers_Christian_Fellowship_Summary.csv
