church,date,title,url,from_speaker,to_speaker,reason
Calgary Living Word Assembly,2024-08-18,2024-08-18 Bro. Andrew Glover,https://www.youtube.com/watch?v=5R4byweHmTk,The Bride's Breakthrough,The Brides Breakthrough,smart_correction
Calgary Living Word Assembly,2023-11-03,We're Going Home,https://www.youtube.com/watch?v=SIp58KiVBsE,Bro. Art Doell,Art Doell,smart_correction
Calgary Living Word Assembly,2024-08-07,2024-08-07 Bro. Barry,https://www.youtube.com/watch?v=5Ie69dBuYcE,The Seven Church Ages Study Part #34,Barry,smart_correction
Calgary Living Word Assembly,2025-04-13,2025-04-13 Bro. Barry,https://www.youtube.com/watch?v=63OEBpCw73k,Palm Sunday “Who Is This”,Palm,smart_correction
Calgary Living Word Assembly,2024-10-09,2024-10-09 Bro. Barry,https://www.youtube.com/watch?v=rdD24mn_mV0,The Seven Church Ages Study Part #42,Barry,smart_correction
Calgary Living Word Assembly,2023-10-30,Man In the Middle,https://www.youtube.com/watch?v=VuUO5rXMVgk,Sis. Adina,Adina,smart_correction
Calgary Living Word Assembly,2025-08-27,Sis. Ife,https://www.youtube.com/watch?v=kPzGQ0YMDwY,My God Is Real,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2025-11-02,As The Deer,https://www.youtube.com/watch?v=y2aE8-Qlnt0,Congregation,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2022-12-07,I Don't Feel No Ways Tired,https://www.youtube.com/watch?v=f5Q7gI4v1pE,"Bro Tobi, Bro Feran","Tobi, Feran",smart_correction
Calgary Living Word Assembly,2025-09-28,2025-09-28 Bro. Tobi Odunowo,https://www.youtube.com/watch?v=77V_lsTaauw,Our Father Which Art In Heaven,Our Father Which,smart_correction
Calgary Living Word Assembly,2023-10-11,2023-10-11 Bro. Tobi,https://www.youtube.com/watch?v=z19F1HVYHhI,Freedom Is Here,Freedom,smart_correction
Calgary Living Word Assembly,2025-03-02,2025-03-02 Bro. John Panicker,https://www.youtube.com/watch?v=cu6IvyrTLAA,Rapturing Faith Pt. 2 The New Birth And The Holy Ghost,Rapturing,smart_correction
Calgary Living Word Assembly,2023-03-22,2023-03-22 Bro. Barry,https://www.youtube.com/watch?v=tmQm2jbQQz4,Knowledge Pt. 2,Knowledge,smart_correction
Calgary Living Word Assembly,2024-12-08,2024-12-08 Bro Gift Marufu,https://www.youtube.com/watch?v=IcMMjiovATM,Total Confusion In Your Enemies Camp,Total Confusion,smart_correction
Calgary Living Word Assembly,2022-10-27,When He Reached Down His Hand For Me,https://www.youtube.com/watch?v=aSNjxPlsE9A,Sister Sharon Rose,Sharon Rose,smart_correction
Calgary Living Word Assembly,2023-11-12,2023-11-12 Bro. Barry,https://www.youtube.com/watch?v=rvjPMBnMyKI,Family Idols,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2023-03-21,Free Indeed,https://www.youtube.com/watch?v=H-CiKmo1vG8,"Sis. Sarah, Sis. Lois, Sis. Becky, Sis. Merit","Sarah, Lois, Becky, Merit",smart_correction
Calgary Living Word Assembly,2023-04-08,Our God Is Awesome,https://www.youtube.com/watch?v=2T9HBfP36VY,Bro. Miles and Bro. Daniel,Miles,smart_correction
Calgary Living Word Assembly,2023-07-04,The Holy Hills Of Heaven Call Me,https://www.youtube.com/watch?v=y3IrcxZNAGg,Sis. Faith and Sis. Esther,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-07-07,2024-07-07 Bro. Tobi,https://www.youtube.com/watch?v=IjA9sfQ3DWo,The Definitive Significance of the Foundation Part #1,The Definitive Significance of the Foundation,smart_correction
Calgary Living Word Assembly,2025-11-02,Something Keeps Holding Me,https://www.youtube.com/watch?v=_2AFw35OpE4,"Sis. Ruth, Sis. Ife","Ruth, Ife",smart_correction
Calgary Living Word Assembly,2025-09-29,2025-09-29 Bro. Barry,https://www.youtube.com/watch?v=HZmGrfww8i8,Spiritual Gifts Pt. 4  A Word Of Wisdom,Spiritual Gifts,smart_correction
Calgary Living Word Assembly,2025-07-02,Ten Thousand Reasons (Bless the Lord),https://www.youtube.com/watch?v=PaPDOpEah48,Congregation,Ten Thousand Reasons,smart_correction
Calgary Living Word Assembly,2025-01-15,2025-01-15 Tape Service,https://www.youtube.com/watch?v=a0FEnBuKSGg,Church Order (1958-10-07),Unknown Speaker,smart_correction
Calgary Living Word Assembly,2025-11-19,2025-11-19 Bro. Barry,https://www.youtube.com/watch?v=hEOvb2BoUns,Spiritual Gifts Pt. 7  The Gift Of Faith,Spiritual Gifts,smart_correction
Calgary Living Word Assembly,2025-11-02,2025-11-02  Bro. Barry,https://www.youtube.com/watch?v=ojHDeeUvaU8,Questions And Answers Pt. 1,Questions And Answers,smart_correction
Calgary Living Word Assembly,2023-04-06,2023-04-06,https://www.youtube.com/watch?v=3e907CaFicI,Bro. Tobi,Tobi,smart_correction
Calgary Living Word Assembly,2023-01-25,2023-01-25 Bro. Barry,https://www.youtube.com/watch?v=QzwacFEplKw,Submission The Spiritual Position of the Bride of Jesus Christ,Submission The Spiritual Position of the,smart_correction
Calgary Living Word Assembly,2022-12-11,2022-12-11 Bro. Barry,https://www.youtube.com/watch?v=1GVDttqzGXw,Perspective From The Pillar of Fire,Perspective From The Pillar,smart_correction
Calgary Living Word Assembly,2024-09-22,2024-09-22 Bro. Barry,https://www.youtube.com/watch?v=WF1dr0aIXwQ,Let's Make A Deal,Lets Make A Deal,smart_correction
Calgary Living Word Assembly,2022-11-08,Worship the Lord,https://www.youtube.com/watch?v=1i0yDh33kiI,Sis Sharon Rose,Sharon Rose,smart_correction
Calgary Living Word Assembly,2025-11-05,2025-11-05  Bro. Barry,https://www.youtube.com/watch?v=Dkz2VRrJtPg,Spiritual Gifts Pt. 5  The Word Of Knowledge,Spiritual Gifts,smart_correction
Calgary Living Word Assembly,2023-03-21,Alabaster Box,https://www.youtube.com/watch?v=gj23ewXOtGc,Sis. Lisa,Lisa,smart_correction
Calgary Living Word Assembly,2022-07-06,God Will Make This Trial A Blessing,https://www.youtube.com/watch?v=AoFjV4NiA_0,"Bro Paul,  Bro Henry, Sis Kathryn and Sis Rose Anna","Paul, Henry, Kathryn",smart_correction
Calgary Living Word Assembly,2023-08-27,2023-08-27 Bro. Menno Friesen,https://www.youtube.com/watch?v=SRfJ6QXyvv0,"This Day, This Scripture Is Fulfilled In Your Ears",This Scripture Is Fulfilled,smart_correction
Calgary Living Word Assembly,2025-04-27,2025-04-27 Bro. Barry,https://www.youtube.com/watch?v=EcUTxrbOHus,The Masterpiece,The,smart_correction
Calgary Living Word Assembly,2023-03-01,Your Name,https://www.youtube.com/watch?v=B6RWvMnMZlw,Bro. Feran,Feran,smart_correction
Calgary Living Word Assembly,2023-03-08,2023-03-08 Bro. Barry,https://www.youtube.com/watch?v=zsqb28o_vkI,God unveiled in us Pt.2,God unveiled,smart_correction
Calgary Living Word Assembly,2022-11-05,He's Always Been Faithful,https://www.youtube.com/watch?v=B0QiAOz5ZkY,Bro David S.,David S,smart_correction
Calgary Living Word Assembly,2023-03-21,After All,https://www.youtube.com/watch?v=jZLjava5wNs,"Sis. Janet, Sis. Faith",Janet,smart_correction
Calgary Living Word Assembly,2023-03-26,2023-03-26 Bro. Barry,https://www.youtube.com/watch?v=0IPFzzFlSuU,Believest Thou This,Believest,smart_correction
Calgary Living Word Assembly,2022-12-28,How Many Kings,https://www.youtube.com/watch?v=bFa6hDOtp-4,Sis. Rose-Anna and Sis. Kathryn,Rose-Anna,smart_correction
Calgary Living Word Assembly,2022-10-28,Just Say The Right Word,https://www.youtube.com/watch?v=-JdoTUi20Qo,Bro Tobi and Bro Feran,Tobi,smart_correction
Calgary Living Word Assembly,2024-05-05,2024-05-05 Bro. Barry,https://www.youtube.com/watch?v=Bl2Ek-xMEdU,God's Will Part #3 (His Purpose),Gods Will,smart_correction
Calgary Living Word Assembly,2024-12-11,2024-12-11 Bro. Barry,https://www.youtube.com/watch?v=XZ8yT2Evosk,The Seven Church Ages Study Part #51,Barry,smart_correction
Calgary Living Word Assembly,2023-05-24,2023-05-24 Bro. Barry,https://www.youtube.com/watch?v=RckFlbQl8Z0,Believer's Promise,Believers Promise,smart_correction
Calgary Living Word Assembly,2025-06-29,2025-06-29,https://www.youtube.com/watch?v=C7idcnjNtVM,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2025-11-02,Come Jesus Come,https://www.youtube.com/watch?v=0hOwgzfzOl8,"Sis. Amber, Sis. Fe, Sis. Emily, Sis. Mary, Sis. Hailey and the Dyck Family","Amber, Fe, Emily, Mary, Hailey, the Dyck Family",smart_correction
Calgary Living Word Assembly,2025-05-07,2025-05-07,https://www.youtube.com/watch?v=jc-HZtDlVEg,Bro. John Panicker,John Panicker,smart_correction
Calgary Living Word Assembly,2025-09-17,"Holy, Holy, Holy Are You Lord!",https://www.youtube.com/watch?v=MLVLS-Y7bog,Congregation,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2022-10-28,Is Anything Too Hard For God,https://www.youtube.com/watch?v=sC133glxhvY,Sis. Helen,Helen,smart_correction
Calgary Living Word Assembly,2023-06-18,Serving God is Beautiful,https://www.youtube.com/watch?v=kl4jpf7djnk,Sis. Adina,Adina,smart_correction
Calgary Living Word Assembly,2022-10-19,Zion,https://www.youtube.com/watch?v=JJcz5rCDrI8,Bro. Feran & Choir,Feran &,smart_correction
Calgary Living Word Assembly,2024-11-20,2024-11-20 Bro Mervin,https://www.youtube.com/watch?v=67RIqMu-rE4,Giving As An Act Of Service Honouring God With Our Substance Part #2,Giving As An Act Of Service Honouring God With Our Substance,smart_correction
Calgary Living Word Assembly,2024-07-17,2024-07-17 Bro. Barry,https://www.youtube.com/watch?v=N_f1005jYyQ,The Seven Church Ages Study Part #32,Barry,smart_correction
Calgary Living Word Assembly,2023-08-15,Bro. Feran,https://www.youtube.com/watch?v=SXSYBKhBrx0,Believe For It,Believe,smart_correction
Calgary Living Word Assembly,2025-06-08,Winds of Faith,https://www.youtube.com/watch?v=iz4RLXstAOw,Congregation,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2023-12-03,His Precious Blood,https://www.youtube.com/watch?v=ztWo_sqmSmw,Bro. David Samuel,David Samuel,smart_correction
Calgary Living Word Assembly,2023-11-12,2023-11-12E,https://www.youtube.com/watch?v=1VYfPeIp3eM,Communion Service,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-11-10,2024-11-10 Bro. Barry,https://www.youtube.com/watch?v=otWGTmKWPmA,God's Purpose,Gods Purpose,smart_correction
Calgary Living Word Assembly,2025-11-22,25-02-16 Bro. Joshua,https://www.youtube.com/watch?v=GmoRkekKE3w,I Am Redeemed,I,smart_correction
Calgary Living Word Assembly,2023-03-21,In The Garden,https://www.youtube.com/watch?v=3xo0zFSxHRE,Sis. Merit & Bro Feran,Merit & Bro Feran,smart_correction
Calgary Living Word Assembly,2025-11-26,2025-11-26 Bro. Barry,https://www.youtube.com/watch?v=tgq4dqKtIHo,Spiritual Gifts Pt. 8  Faith,Spiritual Gifts,smart_correction
Calgary Living Word Assembly,2023-03-01,Your The Soul Desire Of My Heart,https://www.youtube.com/watch?v=jBvtZKctF7k,Bro. Feran and Sis. Merit,Feran,smart_correction
Calgary Living Word Assembly,2025-12-28,Pearly White City,https://www.youtube.com/watch?v=LacTGR27UT0,Sis Franklin,Franklin,smart_correction
Calgary Living Word Assembly,2025-07-16,2025-07-16,https://www.youtube.com/watch?v=gE1FDczGyP8,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2023-12-27,God Is Good,https://www.youtube.com/watch?v=zvrL1q508ZI,Bro. Feran,Feran,smart_correction
Calgary Living Word Assembly,2022-10-27,Great Is Thy Faithfulness,https://www.youtube.com/watch?v=44Exj451k6I,Sis Stella,Stella,smart_correction
Calgary Living Word Assembly,2023-11-05,2023-11-05 Bro. Barry,https://www.youtube.com/watch?v=LcbVPiqUwo8,Thy Seed Shall Posses The Gate Of Your Enemies,Thy Seed Shall Posses The Gate,smart_correction
Calgary Living Word Assembly,2022-11-03,Blessed Assurance,https://www.youtube.com/watch?v=rUi9I3HVPTo,Bro Tobi Instrumental,Tobi,smart_correction
Calgary Living Word Assembly,2025-09-05,Imela (Thank You),https://www.youtube.com/watch?v=8UTRWUY6OBc,Choir,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2023-03-26,Peace Be Still,https://www.youtube.com/watch?v=hD5XZcw_Z8o,Bro. Feran,Feran,smart_correction
Calgary Living Word Assembly,2022-11-27,2022-11-27 Bro. Tobi,https://www.youtube.com/watch?v=69xDsrEarco,God Is Responsible For You,God Is Responsible,smart_correction
Calgary Living Word Assembly,2022-12-20,I Surrender All,https://www.youtube.com/watch?v=a9DP7sOcSWo,Sis. Stella,Stella,smart_correction
Calgary Living Word Assembly,2024-07-21,2024-07-21 Bro. Barry,https://www.youtube.com/watch?v=GoPZCYFk4no,God's Will Part #11,Gods Will,smart_correction
Calgary Living Word Assembly,2025-11-23,2025-11-23 Bro. Kidri Diggs,https://www.youtube.com/watch?v=QK-mprUt564,A Revelation Of Worship,A Revelation,smart_correction
Calgary Living Word Assembly,2024-10-30,2024-10-30 Bro Barry,https://www.youtube.com/watch?v=dDGBSCXJwBA,The Seven Church Ages Study Part #45,Barry,smart_correction
Calgary Living Word Assembly,2024-04-14,2024-04-14 Bro. Barry,https://www.youtube.com/watch?v=vHfvcK5LtCI,God's Will,Gods Will,smart_correction
Calgary Living Word Assembly,2023-11-02,Some Golden Daybreak,https://www.youtube.com/watch?v=jnn2zVNC2Ko,"Sis. Sarah, Sis. Lois and Sis. Rebecca","Sarah, Lois",smart_correction
Calgary Living Word Assembly,2024-07-31,2024-07-31,https://www.youtube.com/watch?v=kGG4LwTeBsc,Bro. Tobi O.,Tobi O,smart_correction
Calgary Living Word Assembly,2024-03-29,2024-03-29 Bro. David Dienhart,https://www.youtube.com/watch?v=vb4_LJw5oMw,The Real Gift What Faith Really Is,The Real Gift What Faith Really,smart_correction
Calgary Living Word Assembly,2024-05-12,2024-05-12 Bro. Barry,https://www.youtube.com/watch?v=1IdxPWxG_WU,God's Will Part #4,Gods Will,smart_correction
Calgary Living Word Assembly,2025-05-18,2025-05-18,https://www.youtube.com/watch?v=9QJMZl8uXNg,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2023-12-03,But Until Then,https://www.youtube.com/watch?v=JuOlOmAPXHI,Sis. Stella,Stella,smart_correction
Calgary Living Word Assembly,2025-12-31,Great Are You Lord,https://www.youtube.com/watch?v=AhQlStrTmWA,Bro. Feran,Feran,smart_correction
Calgary Living Word Assembly,2024-12-15,2024-12-15 Bro. Barry,https://www.youtube.com/watch?v=V4qB4DCe4ZE,Importance Of Revelation Pt.2,Importance Of Revelation,smart_correction
Calgary Living Word Assembly,2025-06-18,2025-06-18,https://www.youtube.com/watch?v=O5vbY8hVmXs,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2025-09-21,2025-09-21 Bro. Barry,https://www.youtube.com/watch?v=RiQKtkEZL2U,Pure Heart,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2025-05-14,2025-05-14 Bro. Barry,https://www.youtube.com/watch?v=IaadHW-wIgk,End of Days pt.2,End of Days,smart_correction
Calgary Living Word Assembly,2025-06-08,Give Me This Mountain,https://www.youtube.com/watch?v=5Oa9DFOZMhg,"Odilinye Sisters, Sis Esther O.","Odilinye Sisters, Esther O",smart_correction
Calgary Living Word Assembly,2024-03-20,2024-03-20 Bro. Barry,https://www.youtube.com/watch?v=tSqDn_37MWo,The Seven Church Ages Study Part #19,Barry,smart_correction
Calgary Living Word Assembly,2022-11-04,'Tis So Sweet to Trust in Jesus,https://www.youtube.com/watch?v=CqJf5yOXZhw,Sis Faith,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2025-02-05,2025-02-05 Bro. Barry,https://www.youtube.com/watch?v=vL0loHZdAUQ,The Seven Church Ages Study Part #57,Barry,smart_correction
Calgary Living Word Assembly,2023-07-04,Build Your House On The Lord,https://www.youtube.com/watch?v=nxslyFXqkgI,Children's Choir,Childrens,smart_correction
Calgary Living Word Assembly,2023-03-01,Come As You Are Today,https://www.youtube.com/watch?v=r_NMuYk4qDU,Bro. John and Bro. Feran,John,smart_correction
Calgary Living Word Assembly,2025-06-15,"Good, Good Father",https://www.youtube.com/watch?v=0WTNa9lWarY,Bro. Feran,Feran,smart_correction
Calgary Living Word Assembly,2024-03-24,2024-03-24 Bro Barry,https://www.youtube.com/watch?v=krb4UPoL-i4,What Was The Holy Ghost Given For Part #3,What Was The Holy Ghost Given,smart_correction
Calgary Living Word Assembly,2025-08-10,2025-08-10,https://www.youtube.com/watch?v=I2Hid_i_0Jw,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2022-10-28,One Day At A Time,https://www.youtube.com/watch?v=BOMNFJaTgb4,Sis. Ife,Ife,smart_correction
Calgary Living Word Assembly,2025-01-08,2025-01-08 Bro. Barry,https://www.youtube.com/watch?v=xoKNKzvRXDE,The Seven Church Ages Study Part #54,Barry,smart_correction
Calgary Living Word Assembly,2023-12-23,Firm Foundation,https://www.youtube.com/watch?v=G8Qm9L3nJto,Bro. Olu & Sis. Fummi,Olu & Sis. Fummi,smart_correction
Calgary Living Word Assembly,2022-09-25,He Giveth More Grace,https://www.youtube.com/watch?v=RrOmoeKjGLo,Sis Esther,Esther,smart_correction
Calgary Living Word Assembly,2022-10-19,2022-10-19 Bro. Barry,https://www.youtube.com/watch?v=_9x_TukAmag,Family Life,Family,smart_correction
Calgary Living Word Assembly,2023-07-19,2023-07-19 Bro. Barry,https://www.youtube.com/watch?v=hJH9KypoAos,Abraham's Faith,Abrahams,smart_correction
Calgary Living Word Assembly,2024-08-25,2024-08-25 Bro. Josue Nsianfumu,https://www.youtube.com/watch?v=sQd73JmC6fM,I Will See The Promise Of God,I Will See The Promise,smart_correction
Calgary Living Word Assembly,2023-03-21,Whiter Than Snow,https://www.youtube.com/watch?v=iFw8n8Jar2g,"Bro. Henry, Sis. Linda","Henry, Linda",smart_correction
Calgary Living Word Assembly,2024-03-13,2024-03-13 Bro. Barry,https://www.youtube.com/watch?v=c5Ts-ANxH_0,The Seven Church Ages Study Part #18,Barry,smart_correction
Calgary Living Word Assembly,2023-11-26,El Shaddai,https://www.youtube.com/watch?v=HI6b60bHFDI,Bro Feran,Feran,smart_correction
Calgary Living Word Assembly,2022-11-14,Praise Medley,https://www.youtube.com/watch?v=o6I9iwPiiQU,Bro Feran,Feran,smart_correction
Calgary Living Word Assembly,2022-11-29,I Speak The Name Of Jesus,https://www.youtube.com/watch?v=68FzsjyatWA,Sis. Queen,Queen,smart_correction
Calgary Living Word Assembly,2023-05-14,2023-05-14 Bro. Barry,https://www.youtube.com/watch?v=w1d07QvJ7Qc,Mother's Day,Mothers,smart_correction
Calgary Living Word Assembly,2022-10-24,There Is A Land,https://www.youtube.com/watch?v=Af8L6ZTnyEE,Sis. Becky,Becky,smart_correction
Calgary Living Word Assembly,2025-03-09,2025-03-09,https://www.youtube.com/watch?v=DlyAmZAFIlM,Bro Tobi,Tobi,smart_correction
Calgary Living Word Assembly,2025-07-02,Junior Sunday School,https://www.youtube.com/watch?v=BzdfuJh4D70,Joy Is The Flag Flown High,Joy Is The Flag Flown,smart_correction
Calgary Living Word Assembly,2025-11-12,2025-11-12 Bro. Barry,https://www.youtube.com/watch?v=su2VxprE9Vs,Spiritual Gifts Pt. 6  Word Of Faith,Spiritual Gifts,smart_correction
Calgary Living Word Assembly,2025-02-09,2025-02-09 Bro. Barry,https://www.youtube.com/watch?v=WW0C1Lv2RBc,Church Order Pt. 1 Perceived Expectations And Communicated Expectations,Barry,smart_correction
Calgary Living Word Assembly,2025-08-06,2025-08-06,https://www.youtube.com/watch?v=GeSPzK-ZEqE,Bro. Barry Johnson,Barry Johnson,smart_correction
Calgary Living Word Assembly,2023-08-13,2023-08-13 Bro. Andrew Glover,https://www.youtube.com/watch?v=dWf3IFZImWc,"Hearing, Seeing And Declaring The Message","Hearing, Seeing And Declaring The",smart_correction
Calgary Living Word Assembly,2025-12-31,Praise And Worship Choruses,https://www.youtube.com/watch?v=Bbv5RFt2AFw,Congregation,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-07-31,2024-07-31,https://www.youtube.com/watch?v=09fxME9ctR0,Bro. Joel Gallant,Joel Gallant,smart_correction
Calgary Living Word Assembly,2025-03-12,2025-03-12 Bro. Barry,https://www.youtube.com/watch?v=Pi7pPfbN-UI,The Seven Church Age Study Pt. 60,Barry,smart_correction
Calgary Living Word Assembly,2023-12-24,2023-12-24 Bro. Barry,https://www.youtube.com/watch?v=QL66PYwBg6g,God's Gifts Always Find It's Place,Gods Gifts Always Find Its Place,smart_correction
Calgary Living Word Assembly,2025-02-19,2025-02-19 Bro. Barry,https://www.youtube.com/watch?v=3czrirvibzo,The Seven Church Ages Study Part #59,Barry,smart_correction
Calgary Living Word Assembly,2023-07-26,2023-07-26 Bro. Barry,https://www.youtube.com/watch?v=Ef1cqkSPmz0,Our Positions In Christ,Our Positions,smart_correction
Calgary Living Word Assembly,2025-04-16,2025-04-16 Bro. Barry,https://www.youtube.com/watch?v=kLOQt45V0rQ,Q&A Election Part 2 (Seven Church Ages Study),Q&A Election,smart_correction
Calgary Living Word Assembly,2025-07-02,Greater Is He That Is In Me,https://www.youtube.com/watch?v=Ur8mENAYK1U,Congregation,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-06-26,2024-06-26 Bro. Kidri Diggs,https://www.youtube.com/watch?v=Yd9O62xuhOc,Fundamental People With Pentecostal Faith,Fundamental People With Pentecostal,smart_correction
Calgary Living Word Assembly,2022-11-12,Goodness of God,https://www.youtube.com/watch?v=ab9ptCEnwEc,Bro Christopher Johnson,Christopher Johnson,smart_correction
Calgary Living Word Assembly,2025-08-17,2025-08-17,https://www.youtube.com/watch?v=vz5oIPe6M8Q,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2023-04-04,If You Knew Him,https://www.youtube.com/watch?v=cvTeSphlD2k,Bro. Justin,Justin,smart_correction
Calgary Living Word Assembly,2022-10-27,Praise His Name,https://www.youtube.com/watch?v=nfmfAcf_jYA,Sis. Helen,Helen,smart_correction
Calgary Living Word Assembly,2022-10-26,Coming of the Lord,https://www.youtube.com/watch?v=XJRK3YNAD7Y,Bro. Dwayne,Dwayne,smart_correction
Calgary Living Word Assembly,2025-07-30,2025-07-30,https://www.youtube.com/watch?v=wf0DxLuWEO8,Bro. Barry,Barry,smart_correction
Calgary Living Word Assembly,2023-03-21,He Looked Beyond My Fault,https://www.youtube.com/watch?v=vdRy5JmYj34,"Sis. Sharon, Sis. Jewel","Sharon, Jewel",smart_correction
Calgary Living Word Assembly,2024-09-04,2024-09-04 Bro. Barry,https://www.youtube.com/watch?v=BA5hwKpWdsI,The Seven Church Ages Study Part #38,Barry,smart_correction
Calgary Living Word Assembly,2024-11-13,2024-11-13 Bro. Barry,https://www.youtube.com/watch?v=GlEcJiv_P1Q,The Seven Church Ages Study Part #47,Barry,smart_correction
Calgary Living Word Assembly,2023-02-26,2023-02-26M Bro. Tony Ojurabesa,https://www.youtube.com/watch?v=RhFxYiJ0CfM,"Supernatural Union, By Faith, In The Voice!",Supernatural Union,smart_correction
Calgary Living Word Assembly,2025-11-02,"Oh, Say But I'm Glad!",https://www.youtube.com/watch?v=ujB-u6xh88k,Congregation,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-05-08,2024-05-08 Bro. Barry,https://www.youtube.com/watch?v=poYJVQ2lQkw,The Seven Church Ages Study Part #26,Barry,smart_correction
Calgary Living Word Assembly,2023-04-11,I Was At The Cross Where Jesus Died,https://www.youtube.com/watch?v=3sZLSktv4xE,"Bro. Feran, Sis. Sarah, Bro. John and Choir","Feran, Sarah, John and",smart_correction
Calgary Living Word Assembly,2025-07-27,2025-07-27,https://www.youtube.com/watch?v=SKjmLjj5m2U,Bro. Menno Friesen,Menno Friesen,smart_correction
Calgary Living Word Assembly,2025-12-24,He's Got the Whole World in His Hands,https://www.youtube.com/watch?v=5f_0HhdLPqY,Br. Feran Odunowo & Family,Feran Odunowo & Family,smart_correction
Calgary Living Word Assembly,2022-12-14,2022-12-14 Bro. Barry,https://www.youtube.com/watch?v=-bs423zZLU0,"Fathers, Leadership & Communion","Fathers, Leadership &",smart_correction
Calgary Living Word Assembly,2025-12-31,Goodness of God,https://www.youtube.com/watch?v=_wbySjjApIk,Sis. Amber,Amber,smart_correction
Calgary Living Word Assembly,2023-10-18,2023-10-18 Bro. Barry,https://www.youtube.com/watch?v=hxqLpwdi9NQ,The Seven Church Ages Study Part #2,Barry,smart_correction
Calgary Living Word Assembly,2025-11-02,Born to Overcome,https://www.youtube.com/watch?v=HQa5EnCJQZk,Bro. Don Snow,Don Snow,smart_correction
Calgary Living Word Assembly,2023-07-05,2023-07-05 Bro. Barry,https://www.youtube.com/watch?v=pofnE3gOSXU,St. John 4 Pt. 2,St. John 4,smart_correction
Calgary Living Word Assembly,2022-11-23,2022-11-23 Bro. Mervin,https://www.youtube.com/watch?v=71eAu0GbNDE,Preserving The Seed For God's Purpose,Mervin,smart_correction
Calgary Living Word Assembly,2024-05-01,2024-05-01 Bro. Barry,https://www.youtube.com/watch?v=I81PT0WJpsk,The Seven Church Ages Study Part #25,Barry,smart_correction
Calgary Living Word Assembly,2024-05-19,2024-05-19 Bro. Barry,https://www.youtube.com/watch?v=4g8bhMKrBlo,God's Will Part #5,Gods Will,smart_correction
Calgary Living Word Assembly,2024-09-11,2024-09-11 Bro. Barry,https://www.youtube.com/watch?v=DWP6my1mQwI,The Seven Church Ages Study Part #39,Barry,smart_correction
Calgary Living Word Assembly,2023-03-21,I Just Can't Give Up Now,https://www.youtube.com/watch?v=rdiJC0fUKaQ,Sis. Helen,Helen,smart_correction
Calgary Living Word Assembly,2023-06-06,Spiritual Maturity [Poem],https://www.youtube.com/watch?v=x4JEHhk4owY,Bro. Don Snow,Don Snow,smart_correction
Calgary Living Word Assembly,2025-10-26,2025-10-26E  Bro. Barry,https://www.youtube.com/watch?v=A94KZsxXZfg,Communion Service,Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-01-10,2024-01-10 Bro. Barry,https://www.youtube.com/watch?v=RLWVokrmkM0,The Seven Church Ages Study Part #9,Barry,smart_correction
Calgary Living Word Assembly,2022-12-21,2022-12-21 Bro. Tobi,https://www.youtube.com/watch?v=JM1sAFksiCs,The Beauty of Jesus Christ,The Beauty,smart_correction
Calgary Living Word Assembly,2022-10-29,He Will Carry You,https://www.youtube.com/watch?v=52ImactNNts,Bro. Feran,Feran,smart_correction
Calgary Living Word Assembly,2025-03-26,2025-03-26 Bro. Barry,https://www.youtube.com/watch?v=n63fNb0iKzw,The Seven Church Ages Study Part #61,Barry,smart_correction
Calgary Living Word Assembly,2023-11-02,Praise,https://www.youtube.com/watch?v=acaHtSLRY80,Bro Feran,Feran,smart_correction
Calgary Living Word Assembly,2025-10-26,2025-10-26  Bro. Barry,https://www.youtube.com/watch?v=yrdX-KP6Gr4,Spirit of Communion,Spirit,smart_correction
Calgary Living Word Assembly,2025-03-05,2025-03-05 Tape Service,https://www.youtube.com/watch?v=jHP7fQ1Ds20,Church Order (1963-12-26),Unknown Speaker,smart_correction
Calgary Living Word Assembly,2024-06-02,2024-06-02 Bro. Barry,https://www.youtube.com/watch?v=mEyLvJtp8RI,God's Will Part #7,Gods Will,smart_correction
Calgary Living Word Assembly,2025-11-30,2025-11-30 Bro. Barry,https://www.youtube.com/watch?v=TsFY6dtIdPk,Questions And Answers Pt. 3  What Does It Mean To Be Truly Born Again,Questions And Answers,smart_correction
