status,summary_file,date,title,church,summary_speaker,detected_speaker,redetected_try2,video_url
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2022-01-16,Sermon Clip 220116,,Jean Kadima Puzzling Questions in Our Mind,Jean Kadima,Jean Kadima,https://www.youtube.com/watch?v=tCgiP8OP4xY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2022-01-12,Sermon Clip 220112,,Chad Lamb The Capping of Grace,Chad Lamb,Chad Lamb Capping Grace,https://www.youtube.com/watch?v=PGVS7TNHnFM
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2022-01-09,220109,,Chad Lamb The Smiting Stone Is the Capping Stone,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=r2hAR1eD7vE
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2022-01-05,220105,,Benjamin Seabolt The Tabernacle of God Is within Men,Benjamin Seabolt,Benjamin Seabolt,https://www.youtube.com/watch?v=tLprHWDmfnU
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2022-01-02,220102,,Chad Lamb The Bride Is the Manifestation of Christ,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=O_0sG2H6urM
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2022-01-02,Sermon Clip 220102,,Chad Lamb The Bride Is the Manifestation of Christ,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=BnIqWsFgpC0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-26,211226,,Chad Lamb The Stumbling Stone Is the Foundation Stone,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=EFO9CrjARcc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-26,Sermon Clip 211226,,Chad Lamb The Stumbling Stone Is the Foundation Stone,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=GbVYjaGPIls
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-15,211215,,Benjamin Seabolt Going Around Moab,Benjamin Seabolt,Benjamin Seabolt,https://www.youtube.com/watch?v=YtRdWv1am6A
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-19,Sermon Clip 211219,,Nathaniel Sias A Change of Context,Nathaniel Sias,Nathaniel Sias Change Context,https://www.youtube.com/watch?v=CVAhcqflojY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-12,211212,,Kyle Wiechart Learn of Me,Kyle Wiechart,Kyle Wiechart Learn Me,https://www.youtube.com/watch?v=upf1DZ21eUE
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-12,Sermon Clip 211212,,Kyle Wiechart Learn of Me,Kyle Wiechart,Kyle Wiechart Learn Me,https://www.youtube.com/watch?v=DmP7gZt9HWs
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-08,211208,,Chad Lamb The Contrast in Queens,Chad Lamb,Chad Lamb Contrast Queens,https://www.youtube.com/watch?v=MSLTANlM0y8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-08,Sermon Clip 211208,,Chad Lamb The Contrast in Queens,Chad Lamb,Chad Lamb Contrast Queens,https://www.youtube.com/watch?v=GYF6C-tRZ44
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-05,211205,,Chad Lamb The Mystery in Plain Sight,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=0JNf96F8a94
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-05,Sermon Clip 211205,,Chad Lamb The Mystery in Plain Sight,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=v1j8Yfbsd0c
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-01,211201,,Chad Lamb The Purpose of Revelation Making Himself Known,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=Xl7V2WrJjQw
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-12-01,Sermon Clip 211201,,Chad Lamb The Purpose of Revelation Making Himself Known,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=0xyZoeG42To
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-28,211128,,Chad Lamb The Maturing of Abraham's Faith,Chad Lamb,Chad Lamb Maturing Abraham'S,https://www.youtube.com/watch?v=-jP4kPUgDck
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-28,Sermon Clip 211128,,Chad Lamb The Maturing of Abraham's Faith,Chad Lamb,Chad Lamb Maturing Abraham'S,https://www.youtube.com/watch?v=kA_GW0WMss8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-24,Sermon Clip 211124,,Markus Becker Resurrected from Protestantism,Markus Becker,Markus Becker Resurrected Protestantism,https://www.youtube.com/watch?v=wDgGNMPG684
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-17,211117,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=HcFQb3m_2rU
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-17,Sermon Clip 211117,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=JqG19ZWNhhQ
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-14,211114,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=MIVVm-oPwdQ
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-14,Sermon Clip 211114,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=7Sut92GC-fg
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-10,211110,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=xOP_xXNSXZg
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-10,Sermon Clip 211110,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=9VH-vIZ54q8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-07,211107,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=zz6ZtgsHQQI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-07,Sermon Clips 211107,,Chad Lamb The Seed of Promise,Chad Lamb,Chad Lamb Seed Promise,https://www.youtube.com/watch?v=PqLfgaSZhyM
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-03,211103,,Chad Lamb The Open Book of Life,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=5G76eYM8Z74
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-11-03,Sermon Clip 211103,,Chad Lamb The Open Book of Life,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=Yo1udAUQh4g
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-31,211031,,Chad Lamb A Vessel of the Word for Salvation,Chad Lamb,Chad Lamb Vessel Salvation,https://www.youtube.com/watch?v=2O_bE39poe4
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-31,Sermon Clips 211031,,Chad Lamb A Vessel of the Word for Salvation,Chad Lamb,Chad Lamb Vessel Salvation,https://www.youtube.com/watch?v=2qkFoUuFfd4
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-27,211027,,Benjamin Seabolt The Words of the Book,Benjamin Seabolt,Benjamin Seabolt Words Book,https://www.youtube.com/watch?v=JiYwgyYIfJ0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-27,Sermon Clip 211027,,Benjamin Seabolt The Words of the Book,Benjamin Seabolt,Benjamin Seabolt Words Book,https://www.youtube.com/watch?v=U-LA9-MWqB0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-24,211024,,Chad Lamb The Same Ministry,Chad Lamb,Chad Lamb Same,https://www.youtube.com/watch?v=GBGGt2njYsc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-24,Sermon Clip 211024,,Chad Lamb The Same Ministry,Chad Lamb,Chad Lamb Same,https://www.youtube.com/watch?v=n1tzVB0oQxQ
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-20,211020,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=snr0yjho8EA
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-20,Sermon Clips 211020,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=KQ6VOYYymCw
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-17,211017,,Chad Lamb The Word Brings Order,Chad Lamb,Chad Lamb Brings Order,https://www.youtube.com/watch?v=UHVC1__6GgY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-17,Sermon Clip 211017,,Chad Lamb The Word Brings Order,Chad Lamb,Chad Lamb Brings Order,https://www.youtube.com/watch?v=YzGNnpTfwL8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-13,211013,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=fkjhAAP2wso
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-13,Sermon Clip 211013,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=OERhRLpCVDY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-10,211010,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=1kJecVbMTBE
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-10,Sermon Clip 211010,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=xc5SgG71KaY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-06,211006,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=jjNbhKcdeaA
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-06,Sermon Clip 211006,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=Kb30mcF4A9g
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-03,211003,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=5H-EelPzYMs
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-10-03,Sermon Clips 211003,,Chad Lamb The Unexpected Fulfillment,Chad Lamb,Chad Lamb Unexpected Fulfillment,https://www.youtube.com/watch?v=AXd6-cMhZgE
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-29,210929,,Kyle Wiechart Into the Light Behind the Veil,Kyle Wiechart,Kyle Wiechart,https://www.youtube.com/watch?v=duPjejERz28
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-26,Sermon Clips 210926,,Benjamin Seabolt The Words of the Book,Benjamin Seabolt,Benjamin Seabolt Words Book,https://www.youtube.com/watch?v=TK9g6W-eZsc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-22,210922,,Chad Lamb Turned Aside to See,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=Bk_RnxUMlmQ
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-22,Sermon Clips 210922,,Chad Lamb Turned Aside to See,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=igoURp01BPo
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-15,210915,,Chad Lamb Yom Kippur,Chad Lamb,Chad Lamb Yom Kippur,https://www.youtube.com/watch?v=KvS5mqwycdA
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-15,Sermon Clip 210915,,Chad Lamb Yom Kippur,Chad Lamb,Chad Lamb Yom Kippur,https://www.youtube.com/watch?v=iWB2PfbF9w0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-12,210912,,Chad Lamb When the Lord Is Asking a Question,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=kyB-y8V5po0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-12,Sermon Clip 210912,,Chad Lamb When the Lord Is Asking a Question,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=3zXciWhOQtM
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-08,210908,,"Chad Lamb He Prevailed, She Will Prevail",Chad Lamb,Chad Lamb He Prevailed,https://www.youtube.com/watch?v=iWh5cuPSVl8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-08,Sermon Clip 210908,,"Chad Lamb He Prevailed, She Will Prevail",Chad Lamb,Chad Lamb He Prevailed,https://www.youtube.com/watch?v=-tpGWtZdCdo
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-05,210905,,Chad Lamb Power with God,Chad Lamb,Chad Lamb Power God,https://www.youtube.com/watch?v=LGvZ110sl5M
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-05,Sermon Clips 210905,,Chad Lamb Power with God,Chad Lamb,Chad Lamb Power God,https://www.youtube.com/watch?v=aDiJoLvqnXI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-01,210901,,"Chad Lamb Our Testimony, the Father's Business",Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=vbx1hdQXtT8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-09-01,Sermon Clip 210901,,"Chad Lamb Our Testimony, the Father's Business",Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=WcdUQpsmEoY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-29,210829,,Chad Lamb Faithful to the Word,Chad Lamb,Chad Lamb Faithful,https://www.youtube.com/watch?v=sA55vp8lWPk
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-29,Sermon Clip 210829,,Chad Lamb Faithful to the Word,Chad Lamb,Chad Lamb Faithful,https://www.youtube.com/watch?v=oivYnCQF4bY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-25,210825,,Jean Kadima The Token Dispensation,Jean Kadima,Jean Kadima Token Dispensation,https://www.youtube.com/watch?v=Bza33OTho0g
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-25,Sermon Clip 210825,,Jean Kadima The Token Dispensation,Jean Kadima,Jean Kadima Token Dispensation,https://www.youtube.com/watch?v=ft060C_enkY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-22,210822,,Jean Kadima The Mind of Christ Blending Time,Jean Kadima,Jean Kadima,https://www.youtube.com/watch?v=2RNzb6JHbmI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-18,210818,,Ron Garvin Don't Fake It Till You Make It,Ron Garvin,Ron Garvin,https://www.youtube.com/watch?v=lvODCPIH094
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-18,Sermon Clips 210818,,Ron Garvin Don't Fake It Till You Make It,Ron Garvin,Ron Garvin,https://www.youtube.com/watch?v=8XXVMAAem7o
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-15,210815,,Kyle Wiechart Verily Verily Remember Thy Divine Purpose!,Kyle Wiechart,Kyle Wiechart,https://www.youtube.com/watch?v=IXgC_dLw7bg
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-11,Sermon Clip 210811,,Chad Lamb My Purpose,Chad Lamb,Chad Lamb Purpose,https://www.youtube.com/watch?v=ThvwAXorh1E
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-08,210808,,Chad Lamb Grace Opening Mercy,Chad Lamb,Chad Lamb Grace Mercy,https://www.youtube.com/watch?v=H-PkcaMukyo
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-08,Sermon Clip 210808,,Chad Lamb Grace Opening Mercy,Chad Lamb,Chad Lamb Grace Mercy,https://www.youtube.com/watch?v=TI2X-qhl-E0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-04,210804,,Chad Lamb Moving the Heavenlies from Earth,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=ZqQ2dMM6d9U
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-04,Sermon Clip 210804,,Chad Lamb Moving the Heavenlies from Earth,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=zkneTVCgveU
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-01,210801,,Chad Lamb Reconciling Heaven and Earth,Chad Lamb,Chad Lamb Reconciling Heaven,https://www.youtube.com/watch?v=ne2Of3xWNhI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-08-01,Sermon Clips 210801,,Chad Lamb Reconciling Heaven and Earth,Chad Lamb,Chad Lamb Reconciling Heaven,https://www.youtube.com/watch?v=Wz9-SzDbu4c
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-28,210728,,Chad Lamb The End-Time Revelation,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=JzKfxbPTbV4
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-30,171018,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=KWHlpcNJq2k
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-25,Sermon Clip 210725,,Benjamin Seabolt The Preamble to the Marriage,Benjamin Seabolt,Benjamin Seabolt Preamble Marriage,https://www.youtube.com/watch?v=0uLsiVeT9Uo
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-25,210725,,Benjamin Seabolt The Preamble to the Marriage,Benjamin Seabolt,Benjamin Seabolt Preamble Marriage,https://www.youtube.com/watch?v=sdjqpbmk6HI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-21,210721,,"Burley Williams Lots, Measures and Landmarks Show Position",Burley Williams,Burley Williams Lots,https://www.youtube.com/watch?v=OeM66O8y2Xc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-21,Sermon Clip 210721,,"Burley Williams Lots, Measures and Landmarks Show Position",Burley Williams,Burley Williams Lots,https://www.youtube.com/watch?v=idgW3vKZ8cA
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-21,171015,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=RZ-fNVxeBcA
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-18,Sermon Clip 210718,,Chad Lamb A Sacred Responsibility,Chad Lamb,Chad Lamb Sacred Responsibility,https://www.youtube.com/watch?v=YDIdzNYg4pI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-16,171008,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=Xcvqsc6cC8o
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-14,210714,,Noel Johnson Learning to Rest,Noel Johnson,Noel Johnson Learning Rest,https://www.youtube.com/watch?v=A9KZdqVboEA
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-14,Sermon Clip 210714,,Noel Johnson Learning to Rest,Noel Johnson,Noel Johnson Learning Rest,https://www.youtube.com/watch?v=jU1hDZtB24M
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-11,210711,,Benjamin Seabolt The Preamble to the Marriage,Benjamin Seabolt,Benjamin Seabolt Preamble Marriage,https://www.youtube.com/watch?v=WzGcCwgkdlk
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-11,Sermon Clip 210711,,Benjamin Seabolt The Preamble to the Marriage,Benjamin Seabolt,Benjamin Seabolt Preamble Marriage,https://www.youtube.com/watch?v=v2ka1Cmlahw
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-04,210704,,Chad Lamb Every Masterpiece Has a Scar,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=qSVOn50tUEI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-04,Sermon Clips 210704,,Chad Lamb Every Masterpiece Has a Scar,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=m3Ypq2hcO60
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-07-03,170920,,The Seven Seals,Satan Cast Down,Seven Seals,https://www.youtube.com/watch?v=1hcgLHzQtuI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-30,210630,,Chad Lamb Guarding the Weaker Vessel,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=fIRe68DPMH4
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-30,Sermon Clips 210630,,Chad Lamb Guarding the Weaker Vessel,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=E71qbAbsX2Q
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-27,210627,,Chad Lamb The Purpose & Plan for a Weaker Vessel,Chad Lamb,Chad Lamb Purpose,https://www.youtube.com/watch?v=dczbZwH1ZEo
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-27,Sermon Clips 210627,,Chad Lamb The Purpose & Plan for a Weaker Vessel,Chad Lamb,Chad Lamb Purpose,https://www.youtube.com/watch?v=QtbpUD-co0Q
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-23,210623,,Kyle Wiechart Until the Chosen Make Him Their Choice,Kyle Wiechart,Kyle Wiechart,https://www.youtube.com/watch?v=M12nq1YNGEM
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-23,Sermon Clip 210623,,Kyle Wiechart Until the Chosen Make Him Their Choice,Kyle Wiechart,Kyle Wiechart,https://www.youtube.com/watch?v=SgILE98wXAI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-23,170813,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=xVg8xQv5QCc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-23,170730a,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=e_Px3F1PFcI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-23,170726,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=Rme5OUWIs64
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-20,210620,,Nathaniel Sias The Restoration of God's Wholehearted Symphony,Nathaniel Sias,Nathaniel Sias,https://www.youtube.com/watch?v=M9d_GYE-eUY
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-20,Sermon Clips 210620,,Nathaniel Sias The Restoration of God's Wholehearted Symphony,Nathaniel Sias,Nathaniel Sias,https://www.youtube.com/watch?v=TiDTJo3rK2U
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-16,210616,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=dr4gsyRwiM4
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-16,Sermon Clips  210616,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=_kfNci-pIQ8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-17,170723,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=7-A4xe15Cxc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-16,170716,,Chad Lamb The Seven Seals,Chad Lamb,Chad Lamb Seven Seals,https://www.youtube.com/watch?v=3zLf9-P3Yjs
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-13,210613,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=P5Ytha_uLB0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-13,Sermon Clip 210613,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=jtuiUD_8SUI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-09,210609,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=R8TI1tYcPq0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-09,Sermon Clips 210609,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=GOelsWxz154
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-06,210606,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=2p1qw7z36G0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-06,Sermon Clips 210606,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=8pi5Xf2yzaQ
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-06-02,210602,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=jN5uU2X9S8E
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-30,210530,,"David Dienhart Come Away, My Love",David Dienhart,David Dienhart Come Away,https://www.youtube.com/watch?v=FOpxOUxiWAc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-30,Sermon Clip 210530,,"David Dienhart Come Away, My Love",David Dienhart,David Dienhart Come Away,https://www.youtube.com/watch?v=rbXzkVfC7m0
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-26,210526,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=6hU0eToSaBI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-26,Sermon Clip 210526,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=HtNaEPj3TjI
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-23,210523,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=jEkx7yg2csc
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-23,Sermon Clip 210523,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=JXXGFYXMDl4
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-19,210519,,Kyle Wiechart In Pursuit of My Beloved,Kyle Wiechart,Kyle Wiechart Pursuit Beloved,https://www.youtube.com/watch?v=HkIN2_NSaO8
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-16,210516,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=7F1RfYFcWpE
ErroneousLabel,Believers_Christian_Fellowship_Summary.csv,2021-05-16,Sermon Clip 210516,,Chad Lamb Religion Versus Relationship,Chad Lamb,Chad Lamb,https://www.youtube.com/watch?v=aiyOWIlHqmw
